Data Table for Total Cases - Maryland
Date generated: Mon Sep 27 2021 02:34:56 GMT-0500 (Central Daylight Time)
State,Date,Total Cases
Maryland,Mar 21 2021,400705
Maryland,Mar 20 2021,400023
Maryland,Mar 19 2021,399016
Maryland,Mar 18 2021,397898
Maryland,Mar 17 2021,396746
Maryland,Mar 16 2021,395633
Maryland,Mar 15 2021,394716
Maryland,Mar 14 2021,394058
Maryland,Mar 13 2021,393441
Maryland,Mar 12 2021,391480
Maryland,Mar 11 2021,391480
Maryland,Mar 10 2021,390490
Maryland,Mar  9 2021,389566
Maryland,Mar  8 2021,388666
Maryland,Mar  7 2021,388035
Maryland,Mar  6 2021,387319
Maryland,Mar  5 2021,386610
Maryland,Mar  4 2021,385678
Maryland,Mar  3 2021,384765
Maryland,Mar  2 2021,383956
Maryland,Mar  1 2021,383170
Maryland,Feb 28 2021,382702
Maryland,Feb 27 2021,382099
Maryland,Feb 26 2021,381272
Maryland,Feb 25 2021,380436
Maryland,Feb 24 2021,379466
Maryland,Feb 23 2021,378490
Maryland,Feb 22 2021,377628
Maryland,Feb 21 2021,376966
Maryland,Feb 20 2021,376355
Maryland,Feb 19 2021,375737
Maryland,Feb 18 2021,374974
Maryland,Feb 17 2021,373966
Maryland,Feb 16 2021,372980
Maryland,Feb 15 2021,372221
Maryland,Feb 14 2021,371705
Maryland,Feb 13 2021,370983
Maryland,Feb 12 2021,370136
Maryland,Feb 11 2021,368977
Maryland,Feb 10 2021,367865
Maryland,Feb  9 2021,366666
Maryland,Feb  8 2021,365529
Maryland,Feb  7 2021,364553
Maryland,Feb  6 2021,363650
Maryland,Feb  5 2021,362084
Maryland,Feb  4 2021,360584
Maryland,Feb  3 2021,359037
Maryland,Feb  2 2021,357483
Maryland,Feb  1 2021,356541
Maryland,Jan 31 2021,355636
Maryland,Jan 30 2021,354473
Maryland,Jan 29 2021,352726
Maryland,Jan 28 2021,350629
Maryland,Jan 27 2021,348749
Maryland,Jan 26 2021,346559
Maryland,Jan 25 2021,344620
Maryland,Jan 24 2021,343138
Maryland,Jan 23 2021,341452
Maryland,Jan 22 2021,339307
Maryland,Jan 21 2021,336915
Maryland,Jan 20 2021,334519
Maryland,Jan 19 2021,332353
Maryland,Jan 18 2021,330186
Maryland,Jan 17 2021,328214
Maryland,Jan 16 2021,326445
Maryland,Jan 15 2021,324031
Maryland,Jan 14 2021,320739
Maryland,Jan 13 2021,317815
Maryland,Jan 12 2021,314867
Maryland,Jan 11 2021,312351
Maryland,Jan 10 2021,309686
Maryland,Jan  9 2021,306674
Maryland,Jan  8 2021,303364
Maryland,Jan  7 2021,299606
Maryland,Jan  6 2021,295874
Maryland,Jan  5 2021,292904
Maryland,Jan  4 2021,289758
Maryland,Jan  3 2021,287802
Maryland,Jan  2 2021,285319
Maryland,Jan  1 2021,283171
Maryland,Dec 31 2020,280219
Maryland,Dec 30 2020,276662
Maryland,Dec 29 2020,273689
Maryland,Dec 28 2020,271061
Maryland,Dec 27 2020,269183
Maryland,Dec 26 2020,267198
Maryland,Dec 25 2020,265440
Maryland,Dec 24 2020,263160
Maryland,Dec 23 2020,260728
Maryland,Dec 22 2020,257862
Maryland,Dec 21 2020,255397
Maryland,Dec 20 2020,253073
Maryland,Dec 19 2020,250808
Maryland,Dec 18 2020,248754
Maryland,Dec 17 2020,246553
Maryland,Dec 16 2020,243984
Maryland,Dec 15 2020,241767
Maryland,Dec 14 2020,239362
Maryland,Dec 13 2020,236961
Maryland,Dec 12 2020,234647
Maryland,Dec 11 2020,232009
Maryland,Dec 10 2020,228471
Maryland,Dec  9 2020,225855
Maryland,Dec  8 2020,222653
Maryland,Dec  7 2020,219961
Maryland,Dec  6 2020,217329
Maryland,Dec  5 2020,215027
Maryland,Dec  4 2020,212384
Maryland,Dec  3 2020,209191
Maryland,Dec  2 2020,205399
Maryland,Dec  1 2020,203355
Maryland,Nov 30 2020,201135
Maryland,Nov 29 2020,198370
Maryland,Nov 28 2020,196447
Maryland,Nov 27 2020,194448
Maryland,Nov 26 2020,192858
Maryland,Nov 25 2020,190480
Maryland,Nov 24 2020,188161
Maryland,Nov 23 2020,185464
Maryland,Nov 22 2020,183797
Maryland,Nov 21 2020,182139
Maryland,Nov 20 2020,179971
Maryland,Nov 19 2020,177086
Maryland,Nov 18 2020,174733
Maryland,Nov 17 2020,171823
Maryland,Nov 16 2020,169805
Maryland,Nov 15 2020,167656
Maryland,Nov 14 2020,165930
Maryland,Nov 13 2020,164090
Maryland,Nov 12 2020,161769
Maryland,Nov 11 2020,159900
Maryland,Nov 10 2020,158423
Maryland,Nov  9 2020,156709
Maryland,Nov  8 2020,155371
Maryland,Nov  7 2020,153996
Maryland,Nov  6 2020,152915
Maryland,Nov  5 2020,151505
Maryland,Nov  4 2020,149964
Maryland,Nov  3 2020,148766
Maryland,Nov  2 2020,147766
Maryland,Nov  1 2020,146995
Maryland,Oct 31 2020,146145
Maryland,Oct 30 2020,145281
Maryland,Oct 29 2020,144314
Maryland,Oct 28 2020,143387
Maryland,Oct 27 2020,142425
Maryland,Oct 26 2020,141741
Maryland,Oct 25 2020,140844
Maryland,Oct 24 2020,140279
Maryland,Oct 23 2020,139487
Maryland,Oct 22 2020,138691
Maryland,Oct 21 2020,137979
Maryland,Oct 20 2020,137236
Maryland,Oct 19 2020,136744
Maryland,Oct 18 2020,136154
Maryland,Oct 17 2020,135657
Maryland,Oct 16 2020,135127
Maryland,Oct 15 2020,134329
Maryland,Oct 14 2020,133548
Maryland,Oct 13 2020,132918
Maryland,Oct 12 2020,132343
Maryland,Oct 11 2020,131861
Maryland,Oct 10 2020,131357
Maryland,Oct  9 2020,130795
Maryland,Oct  8 2020,130159
Maryland,Oct  7 2020,129425
Maryland,Oct  6 2020,128644
Maryland,Oct  5 2020,128204
Maryland,Oct  4 2020,127791
Maryland,Oct  3 2020,127290
Maryland,Oct  2 2020,126819
Maryland,Oct  1 2020,126222
Maryland,Sep 30 2020,125510
Maryland,Sep 29 2020,124725
Maryland,Sep 28 2020,124311
Maryland,Sep 27 2020,123880
Maryland,Sep 26 2020,123403
Maryland,Sep 25 2020,122972
Maryland,Sep 24 2020,122359
Maryland,Sep 23 2020,121800
Maryland,Sep 22 2020,121297
Maryland,Sep 21 2020,120912
Maryland,Sep 20 2020,120568
Maryland,Sep 19 2020,120156
Maryland,Sep 18 2020,119744
Maryland,Sep 17 2020,119062
Maryland,Sep 16 2020,118519
Maryland,Sep 15 2020,117888
Maryland,Sep 14 2020,117245
Maryland,Sep 13 2020,116646
Maryland,Sep 12 2020,116110
Maryland,Sep 11 2020,115533
Maryland,Sep 10 2020,114724
Maryland,Sep  9 2020,114078
Maryland,Sep  8 2020,113575
Maryland,Sep  7 2020,113239
Maryland,Sep  6 2020,112883
Maryland,Sep  5 2020,112119
Maryland,Sep  4 2020,111607
Maryland,Sep  3 2020,110831
Maryland,Sep  2 2020,110012
Maryland,Sep  1 2020,109319
Maryland,Aug 31 2020,108863
Maryland,Aug 30 2020,108249
Maryland,Aug 29 2020,107791
Maryland,Aug 28 2020,107294
Maryland,Aug 27 2020,106664
Maryland,Aug 26 2020,106063
Maryland,Aug 25 2020,105486
Maryland,Aug 24 2020,105046
Maryland,Aug 23 2020,104669
Maryland,Aug 22 2020,104102
Maryland,Aug 21 2020,103523
Maryland,Aug 20 2020,102899
Maryland,Aug 19 2020,102229
Maryland,Aug 18 2020,101649
Maryland,Aug 17 2020,101235
Maryland,Aug 16 2020,100715
Maryland,Aug 15 2020,100212
Maryland,Aug 14 2020,99693
Maryland,Aug 13 2020,98875
Maryland,Aug 12 2020,98160
Maryland,Aug 11 2020,97384
Maryland,Aug 10 2020,96843
Maryland,Aug  9 2020,96258
Maryland,Aug  8 2020,95503
Maryland,Aug  7 2020,94581
Maryland,Aug  6 2020,93806
Maryland,Aug  5 2020,93005
Maryland,Aug  4 2020,92426
Maryland,Aug  3 2020,91854
Maryland,Aug  2 2020,91144
Maryland,Aug  1 2020,90274
Maryland,Jul 31 2020,89365
Maryland,Jul 30 2020,88346
Maryland,Jul 29 2020,87177
Maryland,Jul 28 2020,86285
Maryland,Jul 27 2020,85524
Maryland,Jul 26 2020,84876
Maryland,Jul 25 2020,83748
Maryland,Jul 24 2020,83054
Maryland,Jul 23 2020,81766
Maryland,Jul 22 2020,80836
Maryland,Jul 21 2020,80172
Maryland,Jul 20 2020,79545
Maryland,Jul 19 2020,78685
Maryland,Jul 18 2020,78131
Maryland,Jul 17 2020,77206
Maryland,Jul 16 2020,76371
Maryland,Jul 15 2020,75664
Maryland,Jul 14 2020,75016
Maryland,Jul 13 2020,74260
Maryland,Jul 12 2020,73527
Maryland,Jul 11 2020,73109
Maryland,Jul 10 2020,72467
Maryland,Jul  9 2020,71910
Maryland,Jul  8 2020,71447
Maryland,Jul  7 2020,70861
Maryland,Jul  6 2020,70396
Maryland,Jul  5 2020,69904
Maryland,Jul  4 2020,69632
Maryland,Jul  3 2020,69341
Maryland,Jul  2 2020,68961
Maryland,Jul  1 2020,68423
Maryland,Jun 30 2020,67918
Maryland,Jun 29 2020,67559
Maryland,Jun 28 2020,67254
Maryland,Jun 27 2020,66777
Maryland,Jun 26 2020,66450
Maryland,Jun 25 2020,66115
Maryland,Jun 24 2020,65777
Maryland,Jun 23 2020,65337
Maryland,Jun 22 2020,65007
Maryland,Jun 21 2020,64603
Maryland,Jun 20 2020,64306
Maryland,Jun 19 2020,63956
Maryland,Jun 18 2020,63548
Maryland,Jun 17 2020,63229
Maryland,Jun 16 2020,62969
Maryland,Jun 15 2020,62409
Maryland,Jun 14 2020,62032
Maryland,Jun 13 2020,61701
Maryland,Jun 12 2020,61305
Maryland,Jun 11 2020,60613
Maryland,Jun 10 2020,60197
Maryland,Jun  9 2020,59465
Maryland,Jun  8 2020,58904
Maryland,Jun  7 2020,58404
Maryland,Jun  6 2020,57973
Maryland,Jun  5 2020,57482
Maryland,Jun  4 2020,56770
Maryland,Jun  3 2020,55858
Maryland,Jun  2 2020,54982
Maryland,Jun  1 2020,54175
Maryland,May 31 2020,53327
Maryland,May 30 2020,52778
Maryland,May 29 2020,52015
Maryland,May 28 2020,50988
Maryland,May 27 2020,49709
Maryland,May 26 2020,48423
Maryland,May 25 2020,47687
Maryland,May 24 2020,47152
Maryland,May 23 2020,46313
Maryland,May 22 2020,45495
Maryland,May 21 2020,44424
Maryland,May 20 2020,43531
Maryland,May 19 2020,42323
Maryland,May 18 2020,41546
Maryland,May 17 2020,38804
Maryland,May 16 2020,38804
Maryland,May 15 2020,37968
Maryland,May 14 2020,36986
Maryland,May 13 2020,35903
Maryland,May 12 2020,34812
Maryland,May 11 2020,34061
Maryland,May 10 2020,33373
Maryland,May  9 2020,32587
Maryland,May  8 2020,31534
Maryland,May  7 2020,30485
Maryland,May  6 2020,28163
Maryland,May  5 2020,28163
Maryland,May  4 2020,27117
Maryland,May  3 2020,26408
Maryland,May  2 2020,24473
Maryland,May  1 2020,23472
Maryland,Apr 30 2020,23472
Maryland,Apr 29 2020,21742
Maryland,Apr 28 2020,20849
Maryland,Apr 27 2020,20113
Maryland,Apr 26 2020,19487
Maryland,Apr 25 2020,17766
Maryland,Apr 24 2020,16616
Maryland,Apr 23 2020,16616
Maryland,Apr 22 2020,15737
Maryland,Apr 21 2020,14775
Maryland,Apr 20 2020,14193
Maryland,Apr 19 2020,13684
Maryland,Apr 18 2020,12308
Maryland,Apr 17 2020,11572
Maryland,Apr 16 2020,11572
Maryland,Apr 15 2020,10784
Maryland,Apr 14 2020,10032
Maryland,Apr 13 2020,9472
Maryland,Apr 12 2020,8936
Maryland,Apr 11 2020,7694
Maryland,Apr 10 2020,6968
Maryland,Apr  9 2020,6968
Maryland,Apr  8 2020,6185
Maryland,Apr  7 2020,5529
Maryland,Apr  6 2020,4371
Maryland,Apr  5 2020,4045
Maryland,Apr  4 2020,3125
Maryland,Apr  3 2020,2758
Maryland,Apr  2 2020,2331
Maryland,Apr  1 2020,1985
Maryland,Mar 31 2020,1660
Maryland,Mar 30 2020,1660
Maryland,Mar 29 2020,1239
Maryland,Mar 28 2020,992
Maryland,Mar 27 2020,774
Maryland,Mar 26 2020,774
Maryland,Mar 25 2020,580
Maryland,Mar 24 2020,349
Maryland,Mar 23 2020,288
Maryland,Mar 22 2020,288
Maryland,Mar 21 2020,190
Maryland,Mar 20 2020,149
Maryland,Mar 19 2020,149
Maryland,Mar 18 2020,107
Maryland,Mar 17 2020,85
Maryland,Mar 16 2020,57
Maryland,Mar 15 2020,37
Maryland,Mar 14 2020,12
Maryland,Mar 13 2020,12
Maryland,Mar 12 2020,12
Maryland,Mar 11 2020,12
Maryland,Mar 10 2020,9
Maryland,Mar  9 2020,9
Maryland,Mar  8 2020,3
Maryland,Mar  7 2020,3
Maryland,Mar  6 2020,3
Maryland,Mar  5 2020,3
Maryland,Mar  4 2020,0
Maryland,Mar  3 2020,0
Maryland,Mar  2 2020,0
Maryland,Mar  1 2020,0
Maryland,Feb 29 2020,0
Maryland,Feb 28 2020,0
Maryland,Feb 27 2020,0
Maryland,Feb 26 2020,0
Maryland,Feb 25 2020,0
Maryland,Feb 24 2020,0
Maryland,Feb 23 2020,0
Maryland,Feb 22 2020,0
Maryland,Feb 21 2020,0
Maryland,Feb 20 2020,0
Maryland,Feb 19 2020,0
Maryland,Feb 18 2020,0
Maryland,Feb 17 2020,0
Maryland,Feb 16 2020,0
Maryland,Feb 15 2020,0
Maryland,Feb 14 2020,0
Maryland,Feb 13 2020,0
Maryland,Feb 12 2020,0
Maryland,Feb 11 2020,0
Maryland,Feb 10 2020,0
Maryland,Feb  9 2020,0
Maryland,Feb  8 2020,0
Maryland,Feb  7 2020,0
Maryland,Feb  6 2020,0
Maryland,Feb  5 2020,0
Maryland,Feb  4 2020,0
Maryland,Feb  3 2020,0
Maryland,Feb  2 2020,0
Maryland,Feb  1 2020,0
Maryland,Jan 31 2020,0
Maryland,Jan 30 2020,0
Maryland,Jan 29 2020,0
Maryland,Jan 28 2020,0
Maryland,Jan 27 2020,0
Maryland,Jan 26 2020,0
Maryland,Jan 25 2020,0
Maryland,Jan 24 2020,0
Maryland,Jan 23 2020,0
