Data Table for Total Cases - Alaska
Date generated: Mon Sep 27 2021 02:28:44 GMT-0500 (Central Daylight Time)
State,Date,Total Cases
Alaska,Mar 21 2021,59010
Alaska,Mar 20 2021,58893
Alaska,Mar 19 2021,58708
Alaska,Mar 18 2021,58645
Alaska,Mar 17 2021,58493
Alaska,Mar 16 2021,58317
Alaska,Mar 15 2021,58212
Alaska,Mar 14 2021,58117
Alaska,Mar 13 2021,58010
Alaska,Mar 12 2021,57841
Alaska,Mar 11 2021,57731
Alaska,Mar 10 2021,57516
Alaska,Mar  9 2021,57370
Alaska,Mar  8 2021,57280
Alaska,Mar  7 2021,57190
Alaska,Mar  6 2021,57088
Alaska,Mar  5 2021,56959
Alaska,Mar  4 2021,56823
Alaska,Mar  3 2021,56696
Alaska,Mar  2 2021,56523
Alaska,Mar  1 2021,56398
Alaska,Feb 28 2021,56331
Alaska,Feb 27 2021,56212
Alaska,Feb 26 2021,56052
Alaska,Feb 25 2021,55950
Alaska,Feb 24 2021,55800
Alaska,Feb 23 2021,55623
Alaska,Feb 22 2021,55566
Alaska,Feb 21 2021,55505
Alaska,Feb 20 2021,55392
Alaska,Feb 19 2021,55256
Alaska,Feb 18 2021,55069
Alaska,Feb 17 2021,54857
Alaska,Feb 16 2021,54818
Alaska,Feb 15 2021,54758
Alaska,Feb 14 2021,54674
Alaska,Feb 13 2021,54488
Alaska,Feb 12 2021,54394
Alaska,Feb 11 2021,54263
Alaska,Feb 10 2021,54131
Alaska,Feb  9 2021,53961
Alaska,Feb  8 2021,53855
Alaska,Feb  7 2021,53769
Alaska,Feb  6 2021,53557
Alaska,Feb  5 2021,53433
Alaska,Feb  4 2021,53273
Alaska,Feb  3 2021,53116
Alaska,Feb  2 2021,52940
Alaska,Feb  1 2021,52827
Alaska,Jan 31 2021,52762
Alaska,Jan 30 2021,52636
Alaska,Jan 29 2021,52507
Alaska,Jan 28 2021,52330
Alaska,Jan 27 2021,52156
Alaska,Jan 26 2021,51991
Alaska,Jan 25 2021,51908
Alaska,Jan 24 2021,51827
Alaska,Jan 23 2021,51663
Alaska,Jan 22 2021,51422
Alaska,Jan 21 2021,51157
Alaska,Jan 20 2021,50958
Alaska,Jan 19 2021,50797
Alaska,Jan 18 2021,50670
Alaska,Jan 17 2021,50522
Alaska,Jan 16 2021,50264
Alaska,Jan 15 2021,50069
Alaska,Jan 14 2021,49778
Alaska,Jan 13 2021,49446
Alaska,Jan 12 2021,49152
Alaska,Jan 11 2021,48994
Alaska,Jan 10 2021,48819
Alaska,Jan  9 2021,48571
Alaska,Jan  8 2021,48197
Alaska,Jan  7 2021,47798
Alaska,Jan  6 2021,47461
Alaska,Jan  5 2021,47121
Alaska,Jan  4 2021,46912
Alaska,Jan  3 2021,46698
Alaska,Jan  2 2021,46530
Alaska,Jan  1 2021,46241
Alaska,Dec 31 2020,45771
Alaska,Dec 30 2020,45399
Alaska,Dec 29 2020,45033
Alaska,Dec 28 2020,44826
Alaska,Dec 27 2020,44702
Alaska,Dec 26 2020,44394
Alaska,Dec 25 2020,44206
Alaska,Dec 24 2020,44057
Alaska,Dec 23 2020,43786
Alaska,Dec 22 2020,43424
Alaska,Dec 21 2020,42987
Alaska,Dec 20 2020,42839
Alaska,Dec 19 2020,42659
Alaska,Dec 18 2020,42334
Alaska,Dec 17 2020,41847
Alaska,Dec 16 2020,41487
Alaska,Dec 15 2020,40876
Alaska,Dec 14 2020,40604
Alaska,Dec 13 2020,40198
Alaska,Dec 12 2020,39557
Alaska,Dec 11 2020,39032
Alaska,Dec 10 2020,38435
Alaska,Dec  9 2020,37827
Alaska,Dec  8 2020,37254
Alaska,Dec  7 2020,36696
Alaska,Dec  6 2020,36141
Alaska,Dec  5 2020,35449
Alaska,Dec  4 2020,34564
Alaska,Dec  3 2020,33805
Alaska,Dec  2 2020,33027
Alaska,Dec  1 2020,32332
Alaska,Nov 30 2020,31793
Alaska,Nov 29 2020,31308
Alaska,Nov 28 2020,30669
Alaska,Nov 27 2020,30016
Alaska,Nov 26 2020,29292
Alaska,Nov 25 2020,28656
Alaska,Nov 24 2020,27954
Alaska,Nov 23 2020,27350
Alaska,Nov 22 2020,26844
Alaska,Nov 21 2020,26322
Alaska,Nov 20 2020,25651
Alaska,Nov 19 2020,25176
Alaska,Nov 18 2020,24634
Alaska,Nov 17 2020,24059
Alaska,Nov 16 2020,23418
Alaska,Nov 15 2020,22857
Alaska,Nov 14 2020,22231
Alaska,Nov 13 2020,21476
Alaska,Nov 12 2020,20862
Alaska,Nov 11 2020,20388
Alaska,Nov 10 2020,19898
Alaska,Nov  9 2020,19347
Alaska,Nov  8 2020,18888
Alaska,Nov  7 2020,18381
Alaska,Nov  6 2020,17774
Alaska,Nov  5 2020,17263
Alaska,Nov  4 2020,16936
Alaska,Nov  3 2020,16512
Alaska,Nov  2 2020,16108
Alaska,Nov  1 2020,15757
Alaska,Oct 31 2020,15398
Alaska,Oct 30 2020,14931
Alaska,Oct 29 2020,14534
Alaska,Oct 28 2020,14165
Alaska,Oct 27 2020,13780
Alaska,Oct 26 2020,13392
Alaska,Oct 25 2020,13042
Alaska,Oct 24 2020,12525
Alaska,Oct 23 2020,12169
Alaska,Oct 22 2020,11921
Alaska,Oct 21 2020,11682
Alaska,Oct 20 2020,11458
Alaska,Oct 19 2020,11226
Alaska,Oct 18 2020,11024
Alaska,Oct 17 2020,10814
Alaska,Oct 16 2020,10604
Alaska,Oct 15 2020,10383
Alaska,Oct 14 2020,10218
Alaska,Oct 13 2020,10062
Alaska,Oct 12 2020,9904
Alaska,Oct 11 2020,9714
Alaska,Oct 10 2020,9464
Alaska,Oct  9 2020,9233
Alaska,Oct  8 2020,9048
Alaska,Oct  7 2020,8914
Alaska,Oct  6 2020,8792
Alaska,Oct  5 2020,8646
Alaska,Oct  4 2020,8451
Alaska,Oct  3 2020,8312
Alaska,Oct  2 2020,8170
Alaska,Oct  1 2020,8029
Alaska,Sep 30 2020,7891
Alaska,Sep 29 2020,7788
Alaska,Sep 28 2020,7664
Alaska,Sep 27 2020,7550
Alaska,Sep 26 2020,7440
Alaska,Sep 25 2020,7321
Alaska,Sep 24 2020,7195
Alaska,Sep 23 2020,7064
Alaska,Sep 22 2020,6988
Alaska,Sep 21 2020,6931
Alaska,Sep 20 2020,6861
Alaska,Sep 19 2020,6753
Alaska,Sep 18 2020,6659
Alaska,Sep 17 2020,6552
Alaska,Sep 16 2020,6444
Alaska,Sep 15 2020,6394
Alaska,Sep 14 2020,6351
Alaska,Sep 13 2020,6277
Alaska,Sep 12 2020,6215
Alaska,Sep 11 2020,6112
Alaska,Sep 10 2020,6023
Alaska,Sep  9 2020,5909
Alaska,Sep  8 2020,5844
Alaska,Sep  7 2020,5810
Alaska,Sep  6 2020,5776
Alaska,Sep  5 2020,5682
Alaska,Sep  4 2020,5595
Alaska,Sep  3 2020,5476
Alaska,Sep  2 2020,5390
Alaska,Sep  1 2020,5325
Alaska,Aug 31 2020,5290
Alaska,Aug 30 2020,5254
Alaska,Aug 29 2020,5211
Alaska,Aug 28 2020,5118
Alaska,Aug 27 2020,5002
Alaska,Aug 26 2020,4917
Alaska,Aug 25 2020,4865
Alaska,Aug 24 2020,4832
Alaska,Aug 23 2020,4760
Alaska,Aug 22 2020,4694
Alaska,Aug 21 2020,4606
Alaska,Aug 20 2020,4537
Alaska,Aug 19 2020,4454
Alaska,Aug 18 2020,4381
Alaska,Aug 17 2020,4315
Alaska,Aug 16 2020,4265
Alaska,Aug 15 2020,4163
Alaska,Aug 14 2020,4079
Alaska,Aug 13 2020,3979
Alaska,Aug 12 2020,3898
Alaska,Aug 11 2020,3837
Alaska,Aug 10 2020,3788
Alaska,Aug  9 2020,3720
Alaska,Aug  8 2020,3622
Alaska,Aug  7 2020,3543
Alaska,Aug  6 2020,3488
Alaska,Aug  5 2020,3448
Alaska,Aug  4 2020,3393
Alaska,Aug  3 2020,3333
Alaska,Aug  2 2020,3274
Alaska,Aug  1 2020,3138
Alaska,Jul 31 2020,2993
Alaska,Jul 30 2020,2887
Alaska,Jul 29 2020,2803
Alaska,Jul 28 2020,2735
Alaska,Jul 27 2020,2626
Alaska,Jul 26 2020,2532
Alaska,Jul 25 2020,2347
Alaska,Jul 24 2020,2259
Alaska,Jul 23 2020,2202
Alaska,Jul 22 2020,2138
Alaska,Jul 21 2020,2044
Alaska,Jul 20 2020,1954
Alaska,Jul 19 2020,1881
Alaska,Jul 18 2020,1798
Alaska,Jul 17 2020,1736
Alaska,Jul 16 2020,1694
Alaska,Jul 15 2020,1631
Alaska,Jul 14 2020,1580
Alaska,Jul 13 2020,1537
Alaska,Jul 12 2020,1478
Alaska,Jul 11 2020,1386
Alaska,Jul 10 2020,1323
Alaska,Jul  9 2020,1273
Alaska,Jul  8 2020,1226
Alaska,Jul  7 2020,1186
Alaska,Jul  6 2020,1168
Alaska,Jul  5 2020,1141
Alaska,Jul  4 2020,1114
Alaska,Jul  3 2020,1065
Alaska,Jul  2 2020,1020
Alaska,Jul  1 2020,982
Alaska,Jun 30 2020,944
Alaska,Jun 29 2020,908
Alaska,Jun 28 2020,887
Alaska,Jun 27 2020,858
Alaska,Jun 26 2020,839
Alaska,Jun 25 2020,821
Alaska,Jun 24 2020,797
Alaska,Jun 23 2020,783
Alaska,Jun 22 2020,767
Alaska,Jun 21 2020,761
Alaska,Jun 20 2020,750
Alaska,Jun 19 2020,729
Alaska,Jun 18 2020,713
Alaska,Jun 17 2020,701
Alaska,Jun 16 2020,681
Alaska,Jun 15 2020,668
Alaska,Jun 14 2020,665
Alaska,Jun 13 2020,656
Alaska,Jun 12 2020,630
Alaska,Jun 11 2020,616
Alaska,Jun 10 2020,598
Alaska,Jun  9 2020,578
Alaska,Jun  8 2020,567
Alaska,Jun  7 2020,549
Alaska,Jun  6 2020,541
Alaska,Jun  5 2020,529
Alaska,Jun  4 2020,518
Alaska,Jun  3 2020,508
Alaska,Jun  2 2020,490
Alaska,Jun  1 2020,470
Alaska,May 31 2020,463
Alaska,May 30 2020,435
Alaska,May 29 2020,432
Alaska,May 28 2020,427
Alaska,May 27 2020,414
Alaska,May 26 2020,413
Alaska,May 25 2020,411
Alaska,May 24 2020,410
Alaska,May 23 2020,410
Alaska,May 22 2020,406
Alaska,May 21 2020,404
Alaska,May 20 2020,404
Alaska,May 19 2020,401
Alaska,May 18 2020,401
Alaska,May 17 2020,398
Alaska,May 16 2020,394
Alaska,May 15 2020,390
Alaska,May 14 2020,389
Alaska,May 13 2020,384
Alaska,May 12 2020,383
Alaska,May 11 2020,381
Alaska,May 10 2020,379
Alaska,May  9 2020,378
Alaska,May  8 2020,377
Alaska,May  7 2020,374
Alaska,May  6 2020,372
Alaska,May  5 2020,371
Alaska,May  4 2020,370
Alaska,May  3 2020,368
Alaska,May  2 2020,365
Alaska,May  1 2020,364
Alaska,Apr 30 2020,355
Alaska,Apr 29 2020,355
Alaska,Apr 28 2020,351
Alaska,Apr 27 2020,345
Alaska,Apr 26 2020,341
Alaska,Apr 25 2020,339
Alaska,Apr 24 2020,339
Alaska,Apr 23 2020,337
Alaska,Apr 22 2020,335
Alaska,Apr 21 2020,329
Alaska,Apr 20 2020,321
Alaska,Apr 19 2020,319
Alaska,Apr 18 2020,314
Alaska,Apr 17 2020,309
Alaska,Apr 16 2020,300
Alaska,Apr 15 2020,293
Alaska,Apr 14 2020,285
Alaska,Apr 13 2020,277
Alaska,Apr 12 2020,272
Alaska,Apr 11 2020,257
Alaska,Apr 10 2020,246
Alaska,Apr  9 2020,235
Alaska,Apr  8 2020,226
Alaska,Apr  7 2020,213
Alaska,Apr  6 2020,191
Alaska,Apr  5 2020,185
Alaska,Apr  4 2020,171
Alaska,Apr  3 2020,160
Alaska,Apr  2 2020,149
Alaska,Apr  1 2020,141
Alaska,Mar 31 2020,128
Alaska,Mar 30 2020,118
Alaska,Mar 29 2020,110
Alaska,Mar 28 2020,91
Alaska,Mar 27 2020,74
Alaska,Mar 26 2020,63
Alaska,Mar 25 2020,49
Alaska,Mar 24 2020,42
Alaska,Mar 23 2020,38
Alaska,Mar 22 2020,25
Alaska,Mar 21 2020,15
Alaska,Mar 20 2020,14
Alaska,Mar 19 2020,11
Alaska,Mar 18 2020,8
Alaska,Mar 17 2020,3
Alaska,Mar 16 2020,1
Alaska,Mar 15 2020,1
Alaska,Mar 14 2020,1
Alaska,Mar 13 2020,1
Alaska,Mar 12 2020,0
Alaska,Mar 11 2020,0
Alaska,Mar 10 2020,0
Alaska,Mar  9 2020,0
Alaska,Mar  8 2020,0
Alaska,Mar  7 2020,0
Alaska,Mar  6 2020,0
Alaska,Mar  5 2020,0
Alaska,Mar  4 2020,0
Alaska,Mar  3 2020,0
Alaska,Mar  2 2020,0
Alaska,Mar  1 2020,0
Alaska,Feb 29 2020,0
Alaska,Feb 28 2020,0
Alaska,Feb 27 2020,0
Alaska,Feb 26 2020,0
Alaska,Feb 25 2020,0
Alaska,Feb 24 2020,0
Alaska,Feb 23 2020,0
Alaska,Feb 22 2020,0
Alaska,Feb 21 2020,0
Alaska,Feb 20 2020,0
Alaska,Feb 19 2020,0
Alaska,Feb 18 2020,0
Alaska,Feb 17 2020,0
Alaska,Feb 16 2020,0
Alaska,Feb 15 2020,0
Alaska,Feb 14 2020,0
Alaska,Feb 13 2020,0
Alaska,Feb 12 2020,0
Alaska,Feb 11 2020,0
Alaska,Feb 10 2020,0
Alaska,Feb  9 2020,0
Alaska,Feb  8 2020,0
Alaska,Feb  7 2020,0
Alaska,Feb  6 2020,0
Alaska,Feb  5 2020,0
Alaska,Feb  4 2020,0
Alaska,Feb  3 2020,0
Alaska,Feb  2 2020,0
Alaska,Feb  1 2020,0
Alaska,Jan 31 2020,0
Alaska,Jan 30 2020,0
Alaska,Jan 29 2020,0
Alaska,Jan 28 2020,0
Alaska,Jan 27 2020,0
Alaska,Jan 26 2020,0
Alaska,Jan 25 2020,0
Alaska,Jan 24 2020,0
Alaska,Jan 23 2020,0
